period_start_ins,period_end_ins,component,power,time
158893790,159000158,core-ifetch,1.17707507,14528.0
159000158,159105793,core-ifetch,1.16911543,14544.0
159105793,159213618,core-ifetch,1.1931767,14560.0
159213618,159319790,core-ifetch,1.1753238,14576.0
159319790,159425513,core-ifetch,1.17042838,14592.0
159425513,159530762,core-ifetch,1.16523711,14608.0
159530762,159636566,core-ifetch,1.17086997,14624.0
159636566,159745184,core-ifetch,1.20171439,14640.0
159745184,159853004,core-ifetch,1.19320107,14656.0
159853004,159959934,core-ifetch,1.18339717,14672.0
159959934,160067438,core-ifetch,1.1896549,14688.0
160067438,160175394,core-ifetch,1.19465121,14704.0
160175394,160281708,core-ifetch,1.1764728,14720.0
160281708,160388893,core-ifetch,1.18595613,14736.0
160388893,160494702,core-ifetch,1.17104058,14752.0
160494702,160600236,core-ifetch,1.16832801,14768.0
160600236,160706723,core-ifetch,1.1787712,14784.0
160706723,160814276,core-ifetch,1.19065857,14800.0
160814276,160922129,core-ifetch,1.19391171,14816.0
160922129,161028596,core-ifetch,1.17879676,14832.0
161028596,161136195,core-ifetch,1.19152757,14848.0
161136195,161244905,core-ifetch,1.20360931,14864.0
161244905,161346716,core-ifetch,1.12699712,14880.0
161346716,161449520,core-ifetch,1.13806833,14896.0
161449520,161554956,core-ifetch,1.16739972,14912.0
161554956,161661244,core-ifetch,1.17691327,14928.0
161661244,161769002,core-ifetch,1.19257077,14944.0
161769002,161874419,core-ifetch,1.16711113,14960.0
161874419,161980766,core-ifetch,1.17732379,14976.0
161980766,162093482,core-ifetch,1.2532201,14992.0
162093482,162186912,core-ifetch,1.03675591,15008.0
162186912,162241575,core-ifetch,0.60551959,15024.0
162241575,162300530,core-ifetch,0.667119308,15040.0
162300530,162369312,core-ifetch,0.7981791,15056.0
162369312,162433496,core-ifetch,0.742601,15072.0
162433496,162548943,core-ifetch,1.3324002,15088.0
162548943,162694281,core-ifetch,1.6848342,15104.0
162694281,162806676,core-ifetch,1.3026216,15120.0
162806676,162878142,core-ifetch,0.8299046,15136.0
162878142,163045698,core-ifetch,2.0159275,15152.0
163045698,163301058,core-ifetch,3.1363236,15168.0
163301058,163556418,core-ifetch,3.1363236,15184.0
163556418,163811778,core-ifetch,3.1363236,15200.0
163811778,164067138,core-ifetch,3.1363236,15216.0
164067138,164322498,core-ifetch,3.1363236,15232.0
164322498,164577858,core-ifetch,3.1363236,15248.0
164577858,164833224,core-ifetch,3.136388,15264.0
164833224,165088584,core-ifetch,3.1363236,15280.0
165088584,165343944,core-ifetch,3.1363236,15296.0
165343944,165599304,core-ifetch,3.1363236,15312.0
165599304,165854664,core-ifetch,3.1363236,15328.0
165854664,166110024,core-ifetch,3.1363236,15344.0
166110024,166365384,core-ifetch,3.1363236,15360.0
166365384,166620744,core-ifetch,3.1363236,15376.0
166620744,166876104,core-ifetch,3.1363236,15392.0
166876104,167131464,core-ifetch,3.1363236,15408.0
167131464,167386830,core-ifetch,3.136388,15424.0
167386830,167642190,core-ifetch,3.1363236,15440.0
167642190,167897550,core-ifetch,3.1363236,15456.0
167897550,168152910,core-ifetch,3.1363236,15472.0
168152910,168408270,core-ifetch,3.1363236,15488.0
168408270,168663630,core-ifetch,3.1363236,15504.0
168663630,168918990,core-ifetch,3.1363236,15520.0
168918990,169174350,core-ifetch,3.1363236,15536.0
169174350,169429710,core-ifetch,3.1363236,15552.0
169429710,169685070,core-ifetch,3.1363236,15568.0
169685070,169940436,core-ifetch,3.136388,15584.0
169940436,170195796,core-ifetch,3.1363236,15600.0
170195796,170451156,core-ifetch,3.1363236,15616.0
170451156,170706516,core-ifetch,3.1363236,15632.0
170706516,170961876,core-ifetch,3.1363236,15648.0
170961876,171217236,core-ifetch,3.1363236,15664.0
171217236,171472596,core-ifetch,3.1363236,15680.0
171472596,171727956,core-ifetch,3.1363236,15696.0
171727956,171983316,core-ifetch,3.1363236,15712.0
171983316,172238676,core-ifetch,3.1363236,15728.0
172238676,172494036,core-ifetch,3.1363236,15744.0
172494036,172749402,core-ifetch,3.136388,15760.0
172749402,173004762,core-ifetch,3.1363236,15776.0
173004762,173260122,core-ifetch,3.1363236,15792.0
173260122,173515482,core-ifetch,3.1363236,15808.0
173515482,173770842,core-ifetch,3.1363236,15824.0
173770842,174026202,core-ifetch,3.1363236,15840.0
174026202,174281562,core-ifetch,3.1363236,15856.0
174281562,174536922,core-ifetch,3.1363236,15872.0
174536922,174792282,core-ifetch,3.1363236,15888.0
174792282,175047642,core-ifetch,3.1363236,15904.0
175047642,175303008,core-ifetch,3.136388,15920.0
175303008,175558368,core-ifetch,3.1363236,15936.0
175558368,175813728,core-ifetch,3.1363236,15952.0
175813728,176069088,core-ifetch,3.1363236,15968.0
176069088,176324448,core-ifetch,3.1363236,15984.0
176324448,176579808,core-ifetch,3.1363236,16000.0
176579808,176835168,core-ifetch,3.1363236,16016.0
176835168,177090528,core-ifetch,3.1363236,16032.0
177090528,177345888,core-ifetch,3.1363236,16048.0
177345888,177601248,core-ifetch,3.1363236,16064.0
177601248,177856608,core-ifetch,3.1363236,16080.0
177856608,178111974,core-ifetch,3.136388,16096.0
178111974,178367334,core-ifetch,3.1363236,16112.0
178367334,178606146,core-ifetch,2.9207955,16128.0
178606146,178851082,core-ifetch,2.9938703,16144.0
178851082,179105166,core-ifetch,3.1186695,16160.0
179105166,179360526,core-ifetch,3.1363236,16176.0
179360526,179615886,core-ifetch,3.1363236,16192.0
179615886,179871246,core-ifetch,3.1363236,16208.0
179871246,180126606,core-ifetch,3.1363236,16224.0
180126606,180381966,core-ifetch,3.1363236,16240.0
180381966,180637332,core-ifetch,3.136388,16256.0
180637332,180892692,core-ifetch,3.1363236,16272.0
180892692,181148052,core-ifetch,3.1363236,16288.0
181148052,181403412,core-ifetch,3.1363236,16304.0
181403412,181658772,core-ifetch,3.1363236,16320.0
181658772,181914132,core-ifetch,3.1363236,16336.0
181914132,182169492,core-ifetch,3.1363236,16352.0
182169492,182424852,core-ifetch,3.1363236,16368.0
182424852,182680212,core-ifetch,3.1363236,16384.0
182680212,182935572,core-ifetch,3.1363236,16400.0
182935572,183190938,core-ifetch,3.136388,16416.0
183190938,183446298,core-ifetch,3.1363236,16432.0
183446298,183701658,core-ifetch,3.1363236,16448.0
183701658,183957018,core-ifetch,3.1363236,16464.0
183957018,184212378,core-ifetch,3.1363236,16480.0
184212378,184467738,core-ifetch,3.1363236,16496.0
184467738,184723098,core-ifetch,3.1363236,16512.0
184723098,184978458,core-ifetch,3.1363236,16528.0
184978458,185233818,core-ifetch,3.1363236,16544.0
185233818,185489178,core-ifetch,3.1363236,16560.0
185489178,185744538,core-ifetch,3.1363236,16576.0
185744538,185999904,core-ifetch,3.136388,16592.0
185999904,186255264,core-ifetch,3.1363236,16608.0
186255264,186510624,core-ifetch,3.1363236,16624.0
186510624,186765984,core-ifetch,3.1363236,16640.0
186765984,187021344,core-ifetch,3.1363236,16656.0
187021344,187276704,core-ifetch,3.1363236,16672.0
187276704,187532064,core-ifetch,3.1363236,16688.0
187532064,187787424,core-ifetch,3.1363236,16704.0
187787424,188042784,core-ifetch,3.1363236,16720.0
188042784,188298144,core-ifetch,3.1363236,16736.0
188298144,188553510,core-ifetch,3.136388,16752.0
188553510,188808870,core-ifetch,3.1363236,16768.0
188808870,189064230,core-ifetch,3.1363236,16784.0
189064230,189319590,core-ifetch,3.1363236,16800.0
189319590,189574950,core-ifetch,3.1363236,16816.0
189574950,189830310,core-ifetch,3.1363236,16832.0
189830310,190085670,core-ifetch,3.1363236,16848.0
190085670,190341030,core-ifetch,3.1363236,16864.0
190341030,190596390,core-ifetch,3.1363236,16880.0
190596390,190851750,core-ifetch,3.1363236,16896.0
190851750,191107110,core-ifetch,3.1363236,16912.0
191107110,191362476,core-ifetch,3.136388,16928.0
191362476,191617836,core-ifetch,3.1363236,16944.0
191617836,191873196,core-ifetch,3.1363236,16960.0
191873196,192128556,core-ifetch,3.1363236,16976.0
192128556,192383916,core-ifetch,3.1363236,16992.0
192383916,192639276,core-ifetch,3.1363236,17008.0
192639276,192894636,core-ifetch,3.1363236,17024.0
192894636,193149996,core-ifetch,3.1363236,17040.0
193149996,193405356,core-ifetch,3.1363236,17056.0
193405356,193660716,core-ifetch,3.1363236,17072.0
193660716,193916082,core-ifetch,3.136388,17088.0
193916082,194171442,core-ifetch,3.1363236,17104.0
194171442,194362427,core-ifetch,2.2902122,17120.0
194362427,194462174,core-ifetch,1.10440818,17136.0
194462174,194566873,core-ifetch,1.15934399,17152.0
194566873,194672301,core-ifetch,1.16726552,17168.0
194672301,194775767,core-ifetch,1.14560233,17184.0
194775767,194881770,core-ifetch,1.17338966,17200.0
194881770,194986251,core-ifetch,1.15649196,17216.0
194986251,195089605,core-ifetch,1.14412866,17232.0
195089605,195195866,core-ifetch,1.17626587,17248.0
195195866,195300757,core-ifetch,1.16122375,17264.0
195300757,195404220,core-ifetch,1.14534914,17280.0
195404220,195507821,core-ifetch,1.14690242,17296.0
195507821,195611625,core-ifetch,1.14909512,17312.0
195611625,195716921,core-ifetch,1.16544638,17328.0
195716921,195821990,core-ifetch,1.16293699,17344.0
195821990,195925679,core-ifetch,1.14743613,17360.0
195925679,196031059,core-ifetch,1.16607198,17376.0
196031059,196137161,core-ifetch,1.17393948,17392.0
196137161,196241141,core-ifetch,1.15088861,17408.0
196241141,196344944,core-ifetch,1.14890802,17424.0
196344944,196448573,core-ifetch,1.14704885,17440.0
196448573,196552039,core-ifetch,1.14541087,17456.0
196552039,196655241,core-ifetch,1.1424287,17472.0
196655241,196758771,core-ifetch,1.14603069,17488.0
196758771,196863174,core-ifetch,1.15592597,17504.0
196863174,196968508,core-ifetch,1.16595642,17520.0
196968508,197074028,core-ifetch,1.16774496,17536.0
197074028,197181076,core-ifetch,1.18466726,17552.0
197181076,197286631,core-ifetch,1.16838469,17568.0
197286631,197390112,core-ifetch,1.14566663,17584.0
197390112,197493436,core-ifetch,1.14374668,17600.0
197493436,197596708,core-ifetch,1.14316447,17616.0
197596708,197702221,core-ifetch,1.16772151,17632.0
197702221,197807904,core-ifetch,1.16967933,17648.0
197807904,197914046,core-ifetch,1.17461221,17664.0
197914046,198020396,core-ifetch,1.17702409,17680.0
198020396,198126306,core-ifetch,1.17256434,17696.0
198126306,198231490,core-ifetch,1.16421811,17712.0
198231490,198337206,core-ifetch,1.16979905,17728.0
198337206,198442837,core-ifetch,1.16918513,17744.0
198442837,198545820,core-ifetch,1.13969668,17760.0
198545820,198649004,core-ifetch,1.14206019,17776.0
198649004,198755416,core-ifetch,1.17740714,17792.0
198755416,198862904,core-ifetch,1.18920753,17808.0
198862904,198970622,core-ifetch,1.19210635,17824.0
198970622,199077735,core-ifetch,1.18541966,17840.0
199077735,199186835,core-ifetch,1.20711521,17856.0
199186835,199295876,core-ifetch,1.2064001,17872.0
199295876,199404548,core-ifetch,1.20227938,17888.0
199404548,199511121,core-ifetch,1.17935034,17904.0
199511121,199616079,core-ifetch,1.16173215,17920.0
199616079,199721064,core-ifetch,1.16227894,17936.0
199721064,199824432,core-ifetch,1.14437592,17952.0
199824432,199929751,core-ifetch,1.16581569,17968.0
199929751,200034857,core-ifetch,1.16355711,17984.0
200034857,200139661,core-ifetch,1.16027181,18000.0
200139661,200243727,core-ifetch,1.15223918,18016.0
200243727,200349625,core-ifetch,1.17249318,18032.0
200349625,200452354,core-ifetch,1.13763655,18048.0
200452354,200556932,core-ifetch,1.15812799,18064.0
200556932,200664026,core-ifetch,1.18577009,18080.0
200664026,200771260,core-ifetch,1.18711045,18096.0
200771260,200876755,core-ifetch,1.16828587,18112.0
200876755,200984772,core-ifetch,1.19978615,18128.0
200984772,201096524,core-ifetch,1.24350722,18144.0
201096524,201197013,core-ifetch,1.1125435,18160.0
201197013,201300143,core-ifetch,1.14128358,18176.0
201300143,201403615,core-ifetch,1.14551341,18192.0
201403615,201510023,core-ifetch,1.17773981,18208.0
201510023,201611415,core-ifetch,1.12293836,18224.0
201611415,201714327,core-ifetch,1.13927564,18240.0
201714327,201817767,core-ifetch,1.14557062,18256.0
201817767,201920447,core-ifetch,1.13684929,18272.0
201920447,202024307,core-ifetch,1.15015776,18288.0
202024307,202128432,core-ifetch,1.15252997,18304.0
202128432,202232300,core-ifetch,1.14955886,18320.0
202232300,202334817,core-ifetch,1.1350678,18336.0
202334817,202438071,core-ifetch,1.1429227,18352.0
202438071,202541569,core-ifetch,1.14574716,18368.0
202541569,202646484,core-ifetch,1.16171943,18384.0
202646484,202752063,core-ifetch,1.16871151,18400.0
202752063,202856480,core-ifetch,1.15619821,18416.0
202856480,202959938,core-ifetch,1.14538538,18432.0
202959938,203063284,core-ifetch,1.1439945,18448.0
203063284,203169129,core-ifetch,1.17144791,18464.0
203169129,203274168,core-ifetch,1.16295402,18480.0
203274168,203379048,core-ifetch,1.16105628,18496.0
203379048,203484105,core-ifetch,1.16302429,18512.0
203484105,203588966,core-ifetch,1.16060323,18528.0
203588966,203692645,core-ifetch,1.14743794,18544.0
203692645,203798829,core-ifetch,1.17522035,18560.0
203798829,203905149,core-ifetch,1.17670482,18576.0
203905149,204013437,core-ifetch,1.19832288,18592.0
204013437,204120275,core-ifetch,1.18241683,18608.0
204120275,204228276,core-ifetch,1.19529704,18624.0
204228276,204336911,core-ifetch,1.20229454,18640.0
204336911,204444899,core-ifetch,1.19522318,18656.0
204444899,204549475,core-ifetch,1.15783195,18672.0
204549475,204653458,core-ifetch,1.15114011,18688.0
204653458,204760822,core-ifetch,1.18838369,18704.0
204760822,204866453,core-ifetch,1.16924093,18720.0
204866453,204973223,core-ifetch,1.18148456,18736.0
204973223,205079051,core-ifetch,1.17193157,18752.0
205079051,205185506,core-ifetch,1.17849032,18768.0
205185506,205290409,core-ifetch,1.16165393,18784.0
205290409,205397926,core-ifetch,1.19005063,18800.0
205397926,205503102,core-ifetch,1.16423404,18816.0
205503102,205609138,core-ifetch,1.17367325,18832.0
205609138,205715296,core-ifetch,1.17475094,18848.0
205715296,205822277,core-ifetch,1.18392124,18864.0
205822277,205929562,core-ifetch,1.18701413,18880.0
205929562,206035672,core-ifetch,1.17437983,18896.0
206035672,206142005,core-ifetch,1.17686752,18912.0
206142005,206246962,core-ifetch,1.16163866,18928.0
206246962,206351388,core-ifetch,1.15588969,18944.0
206351388,206457629,core-ifetch,1.1760398,18960.0
206457629,206562812,core-ifetch,1.16436711,18976.0
206562812,206668728,core-ifetch,1.17234295,18992.0
206668728,206773865,core-ifetch,1.16412902,19008.0
206773865,206880581,core-ifetch,1.18132301,19024.0
206880581,206982338,core-ifetch,1.12651336,19040.0
206982338,207085159,core-ifetch,1.13823303,19056.0
207085159,207187314,core-ifetch,1.13110822,19072.0
207187314,207290820,core-ifetch,1.14621505,19088.0
207290820,207396147,core-ifetch,1.16590592,19104.0
207396147,207503118,core-ifetch,1.18396944,19120.0
207503118,207610062,core-ifetch,1.18495819,19136.0
207610062,207718487,core-ifetch,1.20192826,19152.0
207718487,0,core-ifetch,1.10663839,19168.0
0,60,core-mem,0,0.0
60,63,core-mem,0,16.0
63,63,core-mem,0,32.0
63,75,core-mem,0,48.0
75,75,core-mem,0,64.0
75,78,core-mem,0,80.0
78,78,core-mem,0,96.0
78,78,core-mem,0,112.0
78,19919,core-mem,0.31815404822,128.0
19919,51834,core-mem,0.51412954822,144.0
51834,88933,core-mem,0.59246124822,160.0
88933,129394,core-mem,0.65154364822,176.0
129394,174570,core-mem,0.72578774822,192.0
174570,223455,core-mem,0.77717944822,208.0
223455,274035,core-mem,0.80730544822,224.0
274035,326292,core-mem,0.84359944822,240.0
326292,380131,core-mem,0.86191344822,256.0
380131,436566,core-mem,0.89964044822,272.0
436566,492140,core-mem,0.89996244822,288.0
492140,548753,core-mem,0.90848744822,304.0
548753,608118,core-mem,0.94584744822,320.0
608118,666916,core-mem,0.92972544822,336.0
666916,725321,core-mem,0.94350044822,352.0
725321,783909,core-mem,0.93999044822,368.0
783909,841056,core-mem,0.92480444822,384.0
841056,899833,core-mem,0.94459744822,400.0
899833,957881,core-mem,0.93131344822,416.0
957881,976541,core-mem,0.34910364822,432.0
976541,1036391,core-mem,1.12632844822,448.0
1036391,1043297,core-mem,0.11158414822,464.0
1043297,1073819,core-mem,0.44862844822,480.0
1073819,1141157,core-mem,0.94660044822,496.0
1141157,1156043,core-mem,0.262956394,512.0
1156043,1177329,core-mem,0.3567561,528.0
1177329,1221914,core-mem,0.7958976,544.0
1221914,1295935,core-mem,1.3351106,560.0
1295935,1396634,core-mem,1.783303,576.0
1396634,1492461,core-mem,1.711685,592.0
1492461,1583609,core-mem,1.6158222,608.0
1583609,1676620,core-mem,1.641958,624.0
1676620,1764631,core-mem,1.5663485,640.0
1764631,1815369,core-mem,0.89040144822,656.0
1815369,1935346,core-mem,1.61598344822,672.0
1935346,2063026,core-mem,1.69153444822,688.0
2063026,2190706,core-mem,1.69153444822,704.0
2190706,2318386,core-mem,1.69153444822,720.0
2318386,2446066,core-mem,1.69153444822,736.0
2446066,2573746,core-mem,1.69153444822,752.0
2573746,2701429,core-mem,1.69157544822,768.0
2701429,2829109,core-mem,1.69153444822,784.0
2829109,2956789,core-mem,1.69153444822,800.0
2956789,3084469,core-mem,1.69153444822,816.0
3084469,3212149,core-mem,1.69153444822,832.0
3212149,3339829,core-mem,1.69153444822,848.0
3339829,3467509,core-mem,1.69153444822,864.0
3467509,3595189,core-mem,1.69153444822,880.0
3595189,3722869,core-mem,1.69153444822,896.0
3722869,3850549,core-mem,1.69153444822,912.0
3850549,3978232,core-mem,1.69157544822,928.0
3978232,4105912,core-mem,1.69153444822,944.0
4105912,4233592,core-mem,1.69153444822,960.0
4233592,4361272,core-mem,1.69153444822,976.0
4361272,4488952,core-mem,1.69153444822,992.0
4488952,4616632,core-mem,1.69153444822,1008.0
4616632,4744312,core-mem,1.69153444822,1024.0
4744312,4871992,core-mem,1.69153444822,1040.0
4871992,4999672,core-mem,1.69153444822,1056.0
4999672,5127352,core-mem,1.69153444822,1072.0
5127352,5255032,core-mem,1.69153444822,1088.0
5255032,5382715,core-mem,1.69157544822,1104.0
5382715,5510395,core-mem,1.69153444822,1120.0
5510395,5638075,core-mem,1.69153444822,1136.0
5638075,5765755,core-mem,1.69153444822,1152.0
5765755,5893435,core-mem,1.69153444822,1168.0
5893435,6021115,core-mem,1.69153444822,1184.0
6021115,6148795,core-mem,1.69153444822,1200.0
6148795,6276475,core-mem,1.69153444822,1216.0
6276475,6404155,core-mem,1.69153444822,1232.0
6404155,6531835,core-mem,1.69153444822,1248.0
6531835,6659518,core-mem,1.69157544822,1264.0
6659518,6787198,core-mem,1.69153444822,1280.0
6787198,6914878,core-mem,1.69153444822,1296.0
6914878,7042558,core-mem,1.69153444822,1312.0
7042558,7170238,core-mem,1.69153444822,1328.0
7170238,7297918,core-mem,1.69153444822,1344.0
7297918,7425598,core-mem,1.69153444822,1360.0
7425598,7553278,core-mem,1.69153444822,1376.0
7553278,7680958,core-mem,1.69153444822,1392.0
7680958,7808638,core-mem,1.69153444822,1408.0
7808638,7936321,core-mem,1.69157544822,1424.0
7936321,8064001,core-mem,1.69153444822,1440.0
8064001,8191681,core-mem,1.69153444822,1456.0
8191681,8319361,core-mem,1.69153444822,1472.0
8319361,8447041,core-mem,1.69153444822,1488.0
8447041,8574721,core-mem,1.69153444822,1504.0
8574721,8702401,core-mem,1.69153444822,1520.0
8702401,8830081,core-mem,1.69153444822,1536.0
8830081,8957761,core-mem,1.69153444822,1552.0
8957761,9085441,core-mem,1.69153444822,1568.0
9085441,9213121,core-mem,1.69153444822,1584.0
9213121,9340804,core-mem,1.69157544822,1600.0
9340804,9456044,core-mem,1.6959015,1616.0
9456044,9711404,core-mem,3.383054,1632.0
9711404,9966764,core-mem,3.383054,1648.0
9966764,10222124,core-mem,3.383054,1664.0
10222124,10477484,core-mem,3.383054,1680.0
10477484,10732844,core-mem,3.383054,1696.0
10732844,10988204,core-mem,3.383054,1712.0
10988204,11243564,core-mem,3.383054,1728.0
11243564,11498924,core-mem,3.383054,1744.0
11498924,11754290,core-mem,3.383136,1760.0
11754290,12009650,core-mem,3.383054,1776.0
12009650,12265010,core-mem,3.383054,1792.0
12265010,12520370,core-mem,3.383054,1808.0
12520370,12775730,core-mem,3.383054,1824.0
12775730,13031090,core-mem,3.383054,1840.0
13031090,13286450,core-mem,3.383054,1856.0
13286450,13541810,core-mem,3.383054,1872.0
13541810,13797170,core-mem,3.383054,1888.0
13797170,14052530,core-mem,3.383054,1904.0
14052530,14307890,core-mem,3.383054,1920.0
14307890,14563256,core-mem,3.383136,1936.0
14563256,14818616,core-mem,3.383054,1952.0
14818616,15073976,core-mem,3.383054,1968.0
15073976,15329336,core-mem,3.383054,1984.0
15329336,15584696,core-mem,3.383054,2000.0
15584696,15840056,core-mem,3.383054,2016.0
15840056,16095416,core-mem,3.383054,2032.0
16095416,16350776,core-mem,3.383054,2048.0
16350776,16606136,core-mem,3.383054,2064.0
16606136,16861496,core-mem,3.383054,2080.0
16861496,17116862,core-mem,3.383136,2096.0
17116862,17372222,core-mem,3.383054,2112.0
17372222,17627582,core-mem,3.383054,2128.0
17627582,17882942,core-mem,3.383054,2144.0
17882942,18138302,core-mem,3.383054,2160.0
18138302,18393662,core-mem,3.383054,2176.0
18393662,18649022,core-mem,3.383054,2192.0
18649022,18904382,core-mem,3.383054,2208.0
18904382,19159742,core-mem,3.383054,2224.0
19159742,19415102,core-mem,3.383054,2240.0
19415102,19670468,core-mem,3.383136,2256.0
19670468,19925828,core-mem,3.383054,2272.0
19925828,20181188,core-mem,3.383054,2288.0
20181188,20436548,core-mem,3.383054,2304.0
20436548,20691908,core-mem,3.383054,2320.0
20691908,20947268,core-mem,3.383054,2336.0
20947268,21202628,core-mem,3.383054,2352.0
21202628,21457988,core-mem,3.383054,2368.0
21457988,21713348,core-mem,3.383054,2384.0
21713348,21968708,core-mem,3.383054,2400.0
21968708,22224068,core-mem,3.383054,2416.0
22224068,22479434,core-mem,3.383136,2432.0
22479434,22734794,core-mem,3.383054,2448.0
22734794,22990154,core-mem,3.383054,2464.0
22990154,23245514,core-mem,3.383054,2480.0
23245514,23500874,core-mem,3.383054,2496.0
23500874,23756234,core-mem,3.383054,2512.0
23756234,24011594,core-mem,3.383054,2528.0
24011594,24266954,core-mem,3.383054,2544.0
24266954,24522314,core-mem,3.383054,2560.0
24522314,24777674,core-mem,3.383054,2576.0
24777674,25033040,core-mem,3.383136,2592.0
25033040,25281690,core-mem,3.319369,2608.0
25281690,25518217,core-mem,3.201033,2624.0
25518217,25773577,core-mem,3.383054,2640.0
25773577,26028937,core-mem,3.383054,2656.0
26028937,26284297,core-mem,3.383054,2672.0
26284297,26539657,core-mem,3.383054,2688.0
26539657,26795017,core-mem,3.383054,2704.0
26795017,27050377,core-mem,3.383054,2720.0
27050377,27305737,core-mem,3.383054,2736.0
27305737,27561097,core-mem,3.383054,2752.0
27561097,27816463,core-mem,3.383136,2768.0
27816463,28071823,core-mem,3.383054,2784.0
28071823,28327183,core-mem,3.383054,2800.0
28327183,28582543,core-mem,3.383054,2816.0
28582543,28837903,core-mem,3.383054,2832.0
28837903,29093263,core-mem,3.383054,2848.0
29093263,29348623,core-mem,3.383054,2864.0
29348623,29603983,core-mem,3.383054,2880.0
29603983,29859343,core-mem,3.383054,2896.0
29859343,30114703,core-mem,3.383054,2912.0
30114703,30370069,core-mem,3.383136,2928.0
30370069,30625429,core-mem,3.383054,2944.0
30625429,30880789,core-mem,3.383054,2960.0
30880789,31136149,core-mem,3.383054,2976.0
31136149,31391509,core-mem,3.383054,2992.0
31391509,31646869,core-mem,3.383054,3008.0
31646869,31902229,core-mem,3.383054,3024.0
31902229,32157589,core-mem,3.383054,3040.0
32157589,32412949,core-mem,3.383054,3056.0
32412949,32668309,core-mem,3.383054,3072.0
32668309,32923675,core-mem,3.383136,3088.0
32923675,33179035,core-mem,3.383054,3104.0
33179035,33434395,core-mem,3.383054,3120.0
33434395,33689755,core-mem,3.383054,3136.0
33689755,33945115,core-mem,3.383054,3152.0
33945115,34200475,core-mem,3.383054,3168.0
34200475,34455835,core-mem,3.383054,3184.0
34455835,34711195,core-mem,3.383054,3200.0
34711195,34966555,core-mem,3.383054,3216.0
34966555,35221915,core-mem,3.383054,3232.0
35221915,35477275,core-mem,3.383054,3248.0
35477275,35732641,core-mem,3.383136,3264.0
35732641,35988001,core-mem,3.383054,3280.0
35988001,36243361,core-mem,3.383054,3296.0
36243361,36498721,core-mem,3.383054,3312.0
36498721,36754081,core-mem,3.383054,3328.0
36754081,37009441,core-mem,3.383054,3344.0
37009441,37264801,core-mem,3.383054,3360.0
37264801,37520161,core-mem,3.383054,3376.0
37520161,37775521,core-mem,3.383054,3392.0
37775521,38030881,core-mem,3.383054,3408.0
38030881,38286247,core-mem,3.383136,3424.0
38286247,38541607,core-mem,3.383054,3440.0
38541607,38796967,core-mem,3.383054,3456.0
38796967,39052327,core-mem,3.383054,3472.0
39052327,39307687,core-mem,3.383054,3488.0
39307687,39563047,core-mem,3.383054,3504.0
39563047,39818407,core-mem,3.383054,3520.0
39818407,40073767,core-mem,3.383054,3536.0
40073767,40329127,core-mem,3.383054,3552.0
40329127,40584487,core-mem,3.383054,3568.0
40584487,40839847,core-mem,3.383054,3584.0
40839847,41095213,core-mem,3.383136,3600.0
41095213,41345520,core-mem,3.336614,3616.0
41345520,41600880,core-mem,3.383054,3632.0
41600880,41856240,core-mem,3.383054,3648.0
41856240,42111600,core-mem,3.383054,3664.0
42111600,42366960,core-mem,3.383054,3680.0
42366960,42622320,core-mem,3.383054,3696.0
42622320,42877680,core-mem,3.383054,3712.0
42877680,43133040,core-mem,3.383054,3728.0
43133040,43388400,core-mem,3.383054,3744.0
43388400,43643766,core-mem,3.383136,3760.0
43643766,43899126,core-mem,3.383054,3776.0
43899126,44154486,core-mem,3.383054,3792.0
44154486,44409846,core-mem,3.383054,3808.0
44409846,44665206,core-mem,3.383054,3824.0
44665206,44920566,core-mem,3.383054,3840.0
44920566,45175926,core-mem,3.383054,3856.0
45175926,45431286,core-mem,3.383054,3872.0
45431286,45686646,core-mem,3.383054,3888.0
45686646,45942006,core-mem,3.383054,3904.0
45942006,46197372,core-mem,3.383136,3920.0
46197372,46452732,core-mem,3.383054,3936.0
46452732,46708092,core-mem,3.383054,3952.0
46708092,46963452,core-mem,3.383054,3968.0
46963452,47218812,core-mem,3.383054,3984.0
47218812,47474172,core-mem,3.383054,4000.0
47474172,47729532,core-mem,3.383054,4016.0
47729532,47984892,core-mem,3.383054,4032.0
47984892,48240252,core-mem,3.383054,4048.0
48240252,48495612,core-mem,3.383054,4064.0
48495612,48750972,core-mem,3.383054,4080.0
48750972,49006338,core-mem,3.383136,4096.0
49006338,49261698,core-mem,3.383054,4112.0
49261698,49517058,core-mem,3.383054,4128.0
49517058,49772418,core-mem,3.383054,4144.0
49772418,50027778,core-mem,3.383054,4160.0
50027778,50283138,core-mem,3.383054,4176.0
50283138,50538498,core-mem,3.383054,4192.0
50538498,50793858,core-mem,3.383054,4208.0
50793858,51049218,core-mem,3.383054,4224.0
51049218,51304578,core-mem,3.383054,4240.0
51304578,51559944,core-mem,3.383136,4256.0
51559944,51815304,core-mem,3.383054,4272.0
51815304,52070664,core-mem,3.383054,4288.0
52070664,52326024,core-mem,3.383054,4304.0
52326024,52581384,core-mem,3.383054,4320.0
52581384,52836744,core-mem,3.383054,4336.0
52836744,53092104,core-mem,3.383054,4352.0
53092104,53347464,core-mem,3.383054,4368.0
53347464,53602824,core-mem,3.383054,4384.0
53602824,53858184,core-mem,3.383054,4400.0
53858184,54113544,core-mem,3.383054,4416.0
54113544,54368910,core-mem,3.383136,4432.0
