directory,branch_misprediction_1,l2_cache_miss_1,l3_cache_miss_1,time_ns_1,cycles_1,instructions_1,branch_misprediction_2,l2_cache_miss_2,l3_cache_miss_2,time_ns_2,cycles_2,instructions_2
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_none_branch_4096,50783,101686,50679,20575400,54730564,149412404,8512,30390,8498,20575400,54730564,82732546
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_8192_prefetch_ghb_branch_4096,50842,84989,50656,20536800,54627888,149497948,8467,27941,8508,20536800,54627888,82750505
/root/snipersim_framework/cholesky_config_l2_256_l3MB_12288_prefetch_ghb_branch_2048,50791,128236,50653,20685100,55022366,149318072,8504,33367,8510,20685100,55022366,82689426
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_12288_prefetch_simple_branch_512,50787,85100,50669,20536800,54627888,149491117,8502,27865,8500,20536800,54627888,82755277
/root/snipersim_framework/cholesky_config_l2_512_l3MB_16384_prefetch_none_branch_2048,50791,102218,50652,20575700,54731362,149426238,8503,30378,8511,20575700,54731362,82735475
/root/snipersim_framework/cholesky_config_l2_256_l3MB_8192_prefetch_ghb_branch_4096,50791,128155,50664,20687400,55028484,149324826,8499,33515,8503,20687400,55028484,82692423
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_ghb_branch_512,50868,128393,50688,20690900,55037794,149325377,8517,33460,8488,20690900,55037794,82700462
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_none_branch_4096,50777,127924,50664,20687000,55027420,149335767,8505,33555,8507,20687000,55027420,82692359
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_simple_branch_2048,50802,102119,50652,20575400,54730564,149415172,8503,30422,8511,20575400,54730564,82732476
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_none_branch_512,50794,102093,50671,20575700,54731362,149429582,8516,30367,8498,20575700,54731362,82737201
/root/snipersim_framework/cholesky_config_l2_256_l3MB_12288_prefetch_none_branch_4096,50815,128381,50704,20688700,55031942,149322157,8395,33421,8460,20688700,55031942,82699538
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_ghb_branch_1024,50754,128143,50665,20684800,55021568,149328834,8498,33412,8502,20684800,55021568,82703433
/root/snipersim_framework/cholesky_config_l2_256_l3MB_8192_prefetch_simple_branch_2048,50793,128352,50669,20687500,55028750,149312279,8506,33559,8499,20687500,55028750,82689269
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_simple_branch_2048,50800,128297,50665,20689100,55033006,149318266,8501,33379,8504,20689100,55033006,82699461
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_simple_branch_4096,50797,128133,50672,20686500,55026090,149322287,8498,33379,8499,20686500,55026090,82697273
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_4096_prefetch_ghb_branch_1024,50791,84884,50664,20538300,54631878,149509014,8510,27867,8502,20538300,54631878,82756488
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_simple_branch_2048,50825,128220,50664,20689200,55033272,149316847,8508,33251,8505,20689200,55033272,82700434
/root/snipersim_framework/cholesky_config_l2_512_l3MB_8192_prefetch_ghb_branch_512,50785,101743,50671,20572900,54723914,149425051,8505,30391,8495,20572900,54723914,82734259
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_16384_prefetch_ghb_branch_1024,50758,85071,50664,20539500,54635070,149513109,8503,27923,8506,20539500,54635070,82757500
/root/snipersim_framework/cholesky_config_l2_512_l3MB_16384_prefetch_simple_branch_2048,50825,101687,50678,20575100,54729766,149424391,8503,30378,8493,20575100,54729766,82739268
/root/snipersim_framework/cholesky_config_l2_256_l3MB_8192_prefetch_ghb_branch_1024,50792,127991,50665,20684300,55020238,149332957,8501,33549,8501,20684300,55020238,82691215
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_none_branch_1024,50819,101594,50662,20573600,54725776,149425397,8503,30401,8503,20573600,54725776,82735261
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_simple_branch_512,50788,101931,50665,20576100,54732426,149422851,8501,30368,8501,20576100,54732426,82733399
/root/snipersim_framework/cholesky_config_l2_512_l3MB_8192_prefetch_none_branch_2048,50801,102020,50666,20577200,54735352,149420886,8493,30437,8504,20577200,54735352,82735442
/root/snipersim_framework/cholesky_config_l2_512_l3MB_16384_prefetch_none_branch_4096,50789,102015,50653,20578200,54738012,149405981,8506,30399,8511,20578200,54738012,82730393
/root/snipersim_framework/cholesky_config_l2_256_l3MB_8192_prefetch_none_branch_1024,50790,128169,50663,20685500,55023430,149316281,8505,33409,8502,20685500,55023430,82698300
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_ghb_branch_1024,50792,101435,50653,20573000,54724180,149429180,8506,30484,8509,20573000,54724180,82737479
