directory,btbCore0,btbCore1,file,period_start,period_end,total_power,l2_power,l3_power
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-40000002-periodicins-41000004-1000002.txt,periodicins-40000002,periodicins-41000004,15.3927,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-843000039-periodicins-844000034-999995.txt,periodicins-843000039,periodicins-844000034,35.4001,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-244000029-periodicins-245000012-999983.txt,periodicins-244000029,periodicins-245000012,41.9835,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-roi-begin-periodicins-1000004-1000004.txt,,,4.06712,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-876000047-periodicins-877000008-999961.txt,periodicins-876000047,periodicins-877000008,39.2558,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-334000090-periodicins-335000027-999937.txt,periodicins-334000090,periodicins-335000027,35.2031,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-806000056-periodicins-807000021-999965.txt,periodicins-806000056,periodicins-807000021,35.7826,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-335000027-periodicins-336000016-999989.txt,periodicins-335000027,periodicins-336000016,38.5936,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-911000033-periodicins-912000005-999972.txt,periodicins-911000033,periodicins-912000005,33.392,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1051000056-periodicins-1052000003-999947.txt,periodicins-1051000056,periodicins-1052000003,33.4412,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-409000006-periodicins-410000007-1000001.txt,periodicins-409000006,periodicins-410000007,20.6839,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1013000039-periodicins-1014000025-999986.txt,periodicins-1013000039,periodicins-1014000025,36.5254,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-812000003-periodicins-813000015-1000012.txt,periodicins-812000003,periodicins-813000015,35.786,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-225000014-periodicins-226000082-1000068.txt,periodicins-225000014,periodicins-226000082,31.1694,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1143000005-periodicins-1144000004-999999.txt,periodicins-1143000005,periodicins-1144000004,30.3888,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1131000004-periodicins-1132000003-999999.txt,periodicins-1131000004,periodicins-1132000003,30.3884,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-677000003-periodicins-678000005-1000002.txt,periodicins-677000003,periodicins-678000005,30.3886,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1092000004-periodicins-1093000003-999999.txt,periodicins-1092000004,periodicins-1093000003,30.3886,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-368000050-periodicins-369000025-999975.txt,periodicins-368000050,periodicins-369000025,25.4092,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-283000050-periodicins-284000067-1000017.txt,periodicins-283000050,periodicins-284000067,42.8547,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-77000004-periodicins-78000001-999997.txt,periodicins-77000004,periodicins-78000001,5.90065,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-48000003-periodicins-49000005-1000002.txt,periodicins-48000003,periodicins-49000005,9.16561,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1020000084-periodicins-1021000071-999987.txt,periodicins-1020000084,periodicins-1021000071,41.5154,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-310000060-periodicins-311000020-999960.txt,periodicins-310000060,periodicins-311000020,34.318,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-771000002-periodicins-772000055-1000053.txt,periodicins-771000002,periodicins-772000055,34.5481,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-587000002-periodicins-588000004-1000002.txt,periodicins-587000002,periodicins-588000004,30.3651,0.0,0.0
